Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
2006-12-26;11:35:00;2.318;0.000;239.150;9.600;0.000;0.000;17.000
2006-12-26;11:36:00;2.418;0.072;239.600;10.000;0.000;0.000;18.000
2006-12-26;11:37:00;2.424;0.104;238.990;10.200;0.000;0.000;17.000
2006-12-26;11:38:00;2.420;0.106;239.510;10.000;0.000;0.000;18.000
2006-12-26;11:39:00;2.424;0.108;239.710;10.000;0.000;0.000;18.000
2006-12-26;11:40:00;2.410;0.104;239.130;10.000;0.000;0.000;17.000
2006-12-26;11:41:00;2.386;0.096;238.020;10.000;0.000;0.000;18.000
2006-12-26;11:42:00;2.404;0.102;238.550;10.000;0.000;0.000;17.000
2006-12-26;11:43:00;2.416;0.106;239.020;10.000;0.000;0.000;17.000
2006-12-26;11:44:00;2.410;0.106;238.770;10.000;0.000;0.000;18.000
2006-12-26;11:45:00;2.416;0.106;239.200;10.000;0.000;0.000;17.000
2006-12-26;11:46:00;2.420;0.108;239.690;10.000;0.000;0.000;18.000
2006-12-26;11:47:00;2.432;0.110;240.300;10.200;0.000;0.000;18.000
2006-12-26;11:48:00;2.424;0.058;241.940;10.000;0.000;0.000;18.000
2006-12-26;11:49:00;2.366;0.000;241.590;9.800;0.000;0.000;18.000
2006-12-26;11:50:00;2.346;0.000;240.540;9.800;0.000;0.000;17.000
2006-12-26;11:51:00;2.334;0.000;240.810;9.600;0.000;0.000;18.000
2006-12-26;11:52:00;2.394;0.064;240.090;10.000;0.000;0.000;18.000
2006-12-26;11:53:00;2.350;0.074;237.610;9.800;0.000;0.000;17.000
2006-12-26;11:54:00;2.362;0.078;238.350;10.000;0.000;0.000;17.000
2006-12-26;11:55:00;2.380;0.082;239.480;10.000;0.000;0.000;18.000
2006-12-26;11:56:00;2.390;0.084;240.020;10.000;0.000;0.000;18.000
2006-12-26;11:57:00;2.378;0.082;239.340;10.000;0.000;0.000;17.000
2006-12-26;11:58:00;2.358;0.076;238.300;9.800;0.000;0.000;18.000
2006-12-26;11:59:00;2.356;0.074;238.220;9.800;0.000;0.000;17.000
2006-12-26;12:00:00;2.334;0.068;237.130;9.800;0.000;0.000;17.000
2006-12-26;12:01:00;2.276;0.000;237.560;9.600;0.000;0.000;17.000
2006-12-26;12:02:00;2.278;0.000;237.450;9.600;0.000;0.000;18.000
2006-12-26;12:03:00;2.302;0.000;238.170;9.600;0.000;0.000;17.000
2006-12-26;12:04:00;2.280;0.000;238.100;9.600;0.000;0.000;17.000
2006-12-26;12:05:00;2.348;0.000;237.520;10.000;0.000;0.000;18.000
2006-12-26;12:06:00;2.352;0.000;237.540;10.000;0.000;0.000;17.000
2006-12-26;12:07:00;2.344;0.000;237.390;10.000;0.000;0.000;17.000
2006-12-26;12:08:00;2.344;0.000;237.380;10.000;0.000;0.000;18.000
2006-12-26;12:09:00;2.416;0.052;237.270;10.200;0.000;0.000;17.000
2006-12-26;12:10:00;2.500;0.160;237.410;10.600;0.000;1.000;17.000
2006-12-26;12:11:00;2.512;0.214;237.520;10.600;0.000;2.000;17.000
2006-12-26;12:12:00;2.624;0.214;236.930;11.200;0.000;1.000;18.000
2006-12-26;12:13:00;2.540;0.218;237.900;10.800;0.000;1.000;17.000
2006-12-26;12:14:00;2.476;0.224;238.750;10.400;0.000;2.000;17.000
2006-12-26;12:15:00;2.480;0.226;239.190;10.400;0.000;1.000;18.000
2006-12-26;12:16:00;2.482;0.224;239.420;10.400;0.000;2.000;18.000
2006-12-26;12:17:00;2.478;0.220;239.060;10.400;0.000;1.000;17.000
2006-12-26;12:18:00;2.484;0.220;239.110;10.400;0.000;1.000;18.000
2006-12-26;12:19:00;2.480;0.220;238.950;10.400;0.000;2.000;17.000
2006-12-26;12:20:00;2.462;0.214;237.900;10.400;0.000;1.000;17.000
2006-12-26;12:21:00;2.496;0.210;239.010;10.600;0.000;2.000;18.000
2006-12-26;12:22:00;2.438;0.152;238.690;10.200;0.000;1.000;17.000
2006-12-26;12:23:00;2.378;0.084;238.470;10.000;0.000;1.000;18.000
2006-12-26;12:24:00;2.388;0.088;238.930;10.000;0.000;2.000;17.000
2006-12-26;12:25:00;2.454;0.078;239.330;10.200;0.000;1.000;18.000
2006-12-26;12:26:00;2.484;0.080;239.760;10.400;0.000;1.000;17.000
2006-12-26;12:27:00;2.478;0.076;239.150;10.400;0.000;2.000;18.000
2006-12-26;12:28:00;2.500;0.082;240.250;10.400;0.000;1.000;18.000
2006-12-26;12:29:00;2.500;0.084;240.470;10.400;0.000;1.000;17.000
2006-12-26;12:30:00;2.498;0.084;240.460;10.400;0.000;1.000;18.000
2006-12-26;12:31:00;2.506;0.088;241.020;10.400;0.000;2.000;18.000
2006-12-26;12:32:00;2.532;0.120;240.770;10.600;0.000;1.000;18.000
2006-12-26;12:33:00;2.570;0.190;240.720;10.800;0.000;1.000;17.000
2006-12-26;12:34:00;2.566;0.188;240.610;10.800;0.000;1.000;18.000
2006-12-26;12:35:00;2.558;0.170;240.960;10.600;0.000;1.000;18.000
2006-12-26;12:36:00;2.492;0.066;240.630;10.400;0.000;0.000;18.000
2006-12-26;12:37:00;2.488;0.068;240.660;10.400;0.000;0.000;17.000
2006-12-26;12:38:00;2.482;0.070;240.560;10.400;0.000;0.000;18.000
2006-12-26;12:39:00;2.484;0.072;240.920;10.400;0.000;0.000;18.000
2006-12-26;12:40:00;2.480;0.070;240.680;10.400;0.000;0.000;18.000
2006-12-26;12:41:00;2.428;0.000;240.540;10.200;0.000;0.000;17.000
2006-12-26;12:42:00;2.400;0.000;240.460;10.000;0.000;0.000;18.000
2006-12-26;12:43:00;2.414;0.000;241.410;10.000;0.000;0.000;18.000
2006-12-26;12:44:00;2.486;0.000;242.130;10.200;0.000;0.000;18.000
2006-12-26;12:45:00;2.532;0.110;242.360;10.400;0.000;0.000;18.000
2006-12-26;12:46:00;2.532;0.112;242.870;10.400;0.000;0.000;18.000
2006-12-26;12:47:00;2.522;0.108;242.480;10.400;0.000;0.000;18.000
2006-12-26;12:48:00;2.504;0.104;241.520;10.400;0.000;0.000;18.000
2006-12-26;12:49:00;2.476;0.098;240.260;10.400;0.000;0.000;17.000
2006-12-26;12:50:00;2.486;0.102;241.070;10.400;0.000;0.000;18.000
2006-12-26;12:51:00;2.476;0.100;240.590;10.400;0.000;0.000;18.000
2006-12-26;12:52:00;2.470;0.098;240.030;10.400;0.000;0.000;18.000
2006-12-26;12:53:00;2.456;0.092;239.220;10.200;0.000;0.000;17.000
2006-12-26;12:54:00;2.448;0.092;239.170;10.200;0.000;0.000;18.000
2006-12-26;12:55:00;2.440;0.092;238.960;10.200;0.000;0.000;17.000
2006-12-26;12:56:00;2.406;0.052;238.610;10.000;0.000;0.000;18.000
2006-12-26;12:57:00;2.436;0.000;237.860;10.200;0.000;0.000;17.000
2006-12-26;12:58:00;2.650;0.000;237.250;11.200;0.000;0.000;17.000
2006-12-26;12:59:00;2.756;0.048;238.380;11.800;0.000;0.000;18.000
2006-12-26;13:00:00;3.982;0.294;237.190;17.000;0.000;0.000;17.000
2006-12-26;13:01:00;3.962;0.250;237.250;17.000;0.000;0.000;17.000
2006-12-26;13:02:00;3.778;0.212;237.570;16.200;0.000;0.000;17.000
2006-12-26;13:03:00;3.918;0.342;237.650;16.800;0.000;0.000;18.000
2006-12-26;13:04:00;3.964;0.362;236.990;17.000;0.000;0.000;17.000
2006-12-26;13:05:00;4.078;0.338;237.020;17.400;0.000;0.000;17.000
2006-12-26;13:06:00;3.790;0.306;236.980;16.200;0.000;0.000;17.000
2006-12-26;13:07:00;3.160;0.192;236.620;13.800;0.000;0.000;17.000
2006-12-26;13:08:00;2.592;0.132;237.200;10.800;0.000;0.000;18.000
2006-12-26;13:09:00;3.516;0.320;237.060;15.200;0.000;0.000;17.000
2006-12-26;13:10:00;3.872;0.350;235.770;16.600;0.000;0.000;17.000
2006-12-26;13:11:00;2.672;0.230;237.690;11.200;0.000;0.000;17.000
2006-12-26;13:12:00;2.672;0.224;237.710;11.200;0.000;0.000;18.000
2006-12-26;13:13:00;2.674;0.226;237.850;11.200;0.000;0.000;17.000
2006-12-26;13:14:00;2.686;0.230;238.380;11.200;0.000;0.000;17.000
2006-12-26;13:15:00;2.694;0.230;238.970;11.200;0.000;0.000;18.000
2006-12-26;13:16:00;2.724;0.234;240.580;11.400;0.000;0.000;18.000
2006-12-26;13:17:00;2.726;0.234;240.770;11.400;0.000;0.000;17.000
2006-12-26;13:18:00;2.752;0.272;239.780;11.400;0.000;0.000;18.000
2006-12-26;13:19:00;2.752;0.264;240.110;11.400;0.000;0.000;18.000
2006-12-26;13:20:00;2.730;0.258;239.640;11.400;0.000;0.000;17.000
2006-12-26;13:21:00;2.742;0.262;240.640;11.400;0.000;0.000;18.000
2006-12-26;13:22:00;2.730;0.258;240.070;11.400;0.000;0.000;18.000
2006-12-26;13:23:00;2.742;0.260;240.610;11.400;0.000;0.000;17.000
2006-12-26;13:24:00;2.726;0.260;240.300;11.400;0.000;0.000;18.000
2006-12-26;13:25:00;2.726;0.258;240.260;11.400;0.000;0.000;18.000
2006-12-26;13:26:00;2.710;0.250;238.940;11.400;0.000;0.000;17.000
2006-12-26;13:27:00;2.706;0.254;239.370;11.200;0.000;0.000;18.000
2006-12-26;13:28:00;2.706;0.252;239.320;11.400;0.000;0.000;17.000
2006-12-26;13:29:00;2.726;0.256;240.060;11.400;0.000;0.000;18.000
2006-12-26;13:30:00;2.722;0.254;240.010;11.400;0.000;0.000;18.000
2006-12-26;13:31:00;2.602;0.102;240.420;10.800;0.000;0.000;17.000
2006-12-26;13:32:00;2.402;0.000;240.390;10.000;0.000;0.000;18.000
2006-12-26;13:33:00;2.416;0.000;240.510;10.000;0.000;0.000;18.000
2006-12-26;13:34:00;2.360;0.000;240.300;9.800;0.000;0.000;17.000
2006-12-26;13:35:00;2.358;0.000;240.920;9.800;0.000;0.000;18.000
2006-12-26;13:36:00;2.358;0.000;241.040;9.800;0.000;0.000;18.000
2006-12-26;13:37:00;2.388;0.000;240.110;10.000;0.000;0.000;18.000
2006-12-26;13:38:00;2.416;0.060;239.720;10.000;0.000;0.000;17.000
2006-12-26;13:39:00;2.422;0.062;239.760;10.200;0.000;0.000;18.000
2006-12-26;13:40:00;2.470;0.070;240.860;10.200;0.000;0.000;18.000
2006-12-26;13:41:00;2.536;0.086;240.580;10.600;0.000;0.000;17.000
2006-12-26;13:42:00;2.528;0.084;240.370;10.600;0.000;0.000;18.000
2006-12-26;13:43:00;2.516;0.084;240.320;10.600;0.000;0.000;18.000
2006-12-26;13:44:00;2.504;0.082;240.290;10.400;0.000;0.000;17.000
2006-12-26;13:45:00;2.456;0.062;240.450;10.200;0.000;0.000;18.000
2006-12-26;13:46:00;2.488;0.060;240.500;10.400;0.000;0.000;18.000
2006-12-26;13:47:00;2.496;0.064;241.190;10.400;0.000;0.000;18.000
2006-12-26;13:48:00;2.644;0.056;240.310;11.000;0.000;0.000;17.000
2006-12-26;13:49:00;3.112;0.052;240.530;13.200;0.000;0.000;18.000
2006-12-26;13:50:00;4.156;0.000;239.470;17.400;0.000;0.000;18.000
2006-12-26;13:51:00;3.008;0.000;240.520;12.600;0.000;0.000;17.000
2006-12-26;13:52:00;2.820;0.000;241.570;11.600;0.000;0.000;18.000
2006-12-26;13:53:00;2.868;0.086;241.160;11.800;0.000;0.000;18.000
2006-12-26;13:54:00;3.150;0.108;241.220;13.200;0.000;0.000;18.000
2006-12-26;13:55:00;3.368;0.102;241.480;14.200;0.000;0.000;18.000
2006-12-26;13:56:00;2.866;0.092;242.040;11.800;0.000;0.000;18.000
2006-12-26;13:57:00;2.864;0.094;242.120;11.800;0.000;0.000;18.000
2006-12-26;13:58:00;2.870;0.098;242.490;11.800;0.000;0.000;18.000
2006-12-26;13:59:00;2.836;0.088;240.660;11.800;0.000;0.000;17.000
2006-12-26;14:00:00;2.576;0.128;241.410;10.800;0.000;0.000;18.000
2006-12-26;14:01:00;2.400;0.348;242.900;10.000;0.000;0.000;18.000
2006-12-26;14:02:00;3.778;0.368;243.110;16.200;0.000;25.000;18.000
2006-12-26;14:03:00;4.520;0.360;242.800;18.600;0.000;37.000;18.000
2006-12-26;14:04:00;3.954;0.288;242.580;16.800;0.000;29.000;18.000
2006-12-26;14:05:00;4.256;0.050;241.690;17.600;0.000;37.000;18.000
2006-12-26;14:06:00;3.704;0.000;242.270;15.800;0.000;29.000;18.000
2006-12-26;14:07:00;4.248;0.000;242.160;17.600;0.000;37.000;18.000
2006-12-26;14:08:00;4.230;0.000;241.640;17.400;0.000;38.000;18.000
2006-12-26;14:09:00;4.232;0.000;241.730;17.400;0.000;37.000;18.000
2006-12-26;14:10:00;4.218;0.000;241.390;17.400;0.000;37.000;18.000
2006-12-26;14:11:00;4.230;0.000;241.540;17.400;0.000;37.000;18.000
2006-12-26;14:12:00;4.238;0.000;241.870;17.400;0.000;38.000;18.000
2006-12-26;14:13:00;4.246;0.000;242.010;17.600;0.000;37.000;18.000
2006-12-26;14:14:00;4.280;0.046;242.280;17.600;0.000;38.000;17.000
2006-12-26;14:15:00;4.322;0.136;242.100;17.800;0.000;37.000;18.000
2006-12-26;14:16:00;4.320;0.128;242.190;17.800;0.000;37.000;18.000
2006-12-26;14:17:00;4.342;0.138;242.800;17.800;0.000;38.000;18.000
2006-12-26;14:18:00;4.326;0.130;242.500;17.800;0.000;37.000;18.000
2006-12-26;14:19:00;4.342;0.140;242.870;17.800;0.000;38.000;18.000
2006-12-26;14:20:00;4.334;0.132;242.830;17.800;0.000;38.000;19.000
2006-12-26;14:21:00;4.498;0.138;242.610;18.600;0.000;37.000;18.000
2006-12-26;14:22:00;4.612;0.126;242.680;19.000;0.000;38.000;18.000
2006-12-26;14:23:00;4.628;0.138;243.060;19.000;0.000;37.000;18.000
2006-12-26;14:24:00;4.626;0.128;243.230;19.000;0.000;38.000;18.000
2006-12-26;14:25:00;4.030;0.144;243.260;16.800;0.000;29.000;18.000
2006-12-26;14:26:00;3.704;0.000;242.790;15.400;0.000;22.000;18.000
2006-12-26;14:27:00;4.608;0.128;241.710;19.000;0.000;37.000;18.000
2006-12-26;14:28:00;4.664;0.222;241.150;19.400;0.000;39.000;18.000
2006-12-26;14:29:00;4.680;0.280;241.360;19.400;0.000;38.000;17.000
2006-12-26;14:30:00;4.202;0.278;242.340;17.600;0.000;32.000;18.000
2006-12-26;14:31:00;3.778;0.302;242.940;15.800;0.000;22.000;18.000
2006-12-26;14:32:00;4.706;0.276;242.540;19.400;0.000;38.000;18.000
2006-12-26;14:33:00;4.164;0.304;243.080;17.400;0.000;31.000;19.000
2006-12-26;14:34:00;3.878;0.292;243.780;16.000;0.000;24.000;18.000
2006-12-26;14:35:00;4.736;0.300;243.110;19.400;0.000;39.000;18.000
2006-12-26;14:36:00;3.822;0.292;243.650;15.800;0.000;25.000;18.000
2006-12-26;14:37:00;4.188;0.292;242.330;17.400;0.000;29.000;18.000
2006-12-26;14:38:00;4.144;0.264;242.150;17.400;0.000;31.000;18.000
2006-12-26;14:39:00;3.722;0.248;243.440;15.400;0.000;21.000;18.000
2006-12-26;14:40:00;4.100;0.136;243.710;17.200;0.000;30.000;18.000
2006-12-26;14:41:00;4.200;0.166;243.810;17.400;0.000;33.000;18.000
2006-12-26;14:42:00;3.190;0.154;245.170;13.200;0.000;16.000;19.000
2006-12-26;14:43:00;4.562;0.164;243.790;18.800;0.000;36.000;18.000
2006-12-26;14:44:00;3.252;0.158;245.180;13.400;0.000;17.000;18.000
2006-12-26;14:45:00;4.490;0.158;243.630;18.600;0.000;34.000;19.000
2006-12-26;14:46:00;3.360;0.152;244.400;13.800;0.000;20.000;18.000
2006-12-26;14:47:00;4.254;0.156;243.410;17.800;0.000;31.000;18.000
2006-12-26;14:48:00;3.164;0.154;244.090;13.000;0.000;17.000;18.000
2006-12-26;14:49:00;2.576;0.180;245.170;10.600;0.000;4.000;19.000
2006-12-26;14:50:00;2.586;0.168;244.910;10.600;0.000;5.000;18.000
2006-12-26;14:51:00;2.662;0.282;245.710;11.000;0.000;5.000;18.000
2006-12-26;14:52:00;2.680;0.288;246.170;11.000;0.000;5.000;19.000
2006-12-26;14:53:00;2.650;0.292;245.580;10.800;0.000;4.000;18.000
2006-12-26;14:54:00;2.678;0.282;245.700;11.000;0.000;5.000;19.000
2006-12-26;14:55:00;2.658;0.292;245.770;10.800;0.000;5.000;18.000
2006-12-26;14:56:00;2.630;0.270;245.770;10.800;0.000;4.000;19.000
2006-12-26;14:57:00;2.470;0.228;246.670;10.000;0.000;1.000;18.000
2006-12-26;14:58:00;2.486;0.232;246.550;10.200;0.000;2.000;19.000
2006-12-26;14:59:00;2.462;0.226;246.470;10.000;0.000;1.000;19.000
2006-12-26;15:00:00;2.474;0.230;246.270;10.000;0.000;2.000;18.000
2006-12-26;15:01:00;2.526;0.310;245.860;10.400;0.000;1.000;19.000
2006-12-26;15:02:00;2.504;0.262;245.480;10.200;0.000;1.000;18.000
2006-12-26;15:03:00;2.482;0.254;245.500;10.200;0.000;1.000;18.000
2006-12-26;15:04:00;2.496;0.260;245.600;10.200;0.000;2.000;19.000
2006-12-26;15:05:00;2.490;0.260;246.400;10.200;0.000;1.000;18.000
2006-12-26;15:06:00;2.508;0.266;246.550;10.200;0.000;2.000;19.000
2006-12-26;15:07:00;2.492;0.264;246.880;10.200;0.000;1.000;19.000
2006-12-26;15:08:00;2.504;0.264;246.410;10.200;0.000;1.000;18.000
2006-12-26;15:09:00;2.484;0.256;246.000;10.200;0.000;2.000;19.000
2006-12-26;15:10:00;2.490;0.254;245.250;10.200;0.000;1.000;18.000
2006-12-26;15:11:00;2.466;0.250;245.270;10.200;0.000;1.000;19.000
2006-12-26;15:12:00;2.482;0.222;246.390;10.200;0.000;2.000;18.000
2006-12-26;15:13:00;2.502;0.104;246.500;10.200;0.000;0.000;19.000
2006-12-26;15:14:00;2.450;0.000;246.770;10.000;0.000;0.000;18.000
2006-12-26;15:15:00;2.426;0.000;246.640;9.800;0.000;0.000;19.000
2006-12-26;15:16:00;2.430;0.000;246.910;9.800;0.000;0.000;19.000
2006-12-26;15:17:00;2.316;0.000;246.370;9.400;0.000;0.000;18.000
2006-12-26;15:18:00;2.316;0.000;245.200;9.400;0.000;1.000;19.000
2006-12-26;15:19:00;2.314;0.000;245.560;9.400;0.000;0.000;18.000
2006-12-26;15:20:00;2.304;0.000;245.270;9.400;0.000;0.000;18.000
2006-12-26;15:21:00;2.350;0.000;245.070;9.600;0.000;0.000;19.000
2006-12-26;15:22:00;2.412;0.000;245.390;9.800;0.000;0.000;18.000
2006-12-26;15:23:00;2.432;0.000;245.290;10.000;0.000;0.000;19.000
2006-12-26;15:24:00;2.418;0.000;245.740;9.800;0.000;0.000;18.000
2006-12-26;15:25:00;2.378;0.000;245.790;9.600;0.000;1.000;19.000
2006-12-26;15:26:00;2.306;0.000;245.840;9.400;0.000;0.000;18.000
2006-12-26;15:27:00;2.324;0.000;245.540;9.400;0.000;0.000;18.000
2006-12-26;15:28:00;2.374;0.074;244.910;9.800;0.000;0.000;19.000
2006-12-26;15:29:00;2.388;0.094;244.950;9.800;0.000;0.000;18.000
2006-12-26;15:30:00;2.374;0.090;245.270;9.600;0.000;0.000;19.000
2006-12-26;15:31:00;2.398;0.098;245.660;9.800;0.000;1.000;18.000
2006-12-26;15:32:00;2.382;0.094;245.790;9.800;0.000;0.000;18.000
2006-12-26;15:33:00;2.402;0.100;245.710;9.800;0.000;0.000;19.000
2006-12-26;15:34:00;2.438;0.092;245.950;10.000;0.000;0.000;18.000
2006-12-26;15:35:00;2.448;0.142;246.220;10.000;0.000;0.000;19.000
2006-12-26;15:36:00;2.538;0.230;245.220;10.400;0.000;0.000;18.000
2006-12-26;15:37:00;2.548;0.228;244.360;10.400;0.000;1.000;19.000
2006-12-26;15:38:00;2.478;0.146;244.540;10.200;0.000;0.000;18.000
2006-12-26;15:39:00;2.482;0.126;245.010;10.200;0.000;0.000;18.000
2006-12-26;15:40:00;2.446;0.118;244.230;10.000;0.000;0.000;19.000
2006-12-26;15:41:00;2.486;0.120;243.690;10.200;0.000;0.000;18.000
2006-12-26;15:42:00;2.508;0.116;244.040;10.200;0.000;0.000;18.000
2006-12-26;15:43:00;2.564;0.124;243.930;10.600;0.000;1.000;18.000
2006-12-26;15:44:00;3.076;0.116;243.600;12.600;0.000;0.000;18.000
2006-12-26;15:45:00;3.098;0.124;243.940;12.800;0.000;0.000;19.000
2006-12-26;15:46:00;3.070;0.116;243.620;12.600;0.000;0.000;18.000
2006-12-26;15:47:00;3.120;0.124;244.210;12.800;0.000;0.000;18.000
2006-12-26;15:48:00;3.210;0.000;244.870;13.200;0.000;0.000;18.000
2006-12-26;15:49:00;3.012;0.000;244.740;12.400;0.000;1.000;19.000
2006-12-26;15:50:00;3.018;0.000;245.190;12.400;0.000;0.000;18.000
2006-12-26;15:51:00;3.230;0.000;245.080;13.200;0.000;0.000;18.000
2006-12-26;15:52:00;3.426;0.000;245.430;14.000;0.000;0.000;19.000
2006-12-26;15:53:00;3.346;0.000;245.020;13.600;0.000;0.000;18.000
2006-12-26;15:54:00;3.340;0.000;243.870;13.600;0.000;1.000;18.000
2006-12-26;15:55:00;3.324;0.000;244.050;13.600;0.000;0.000;19.000
2006-12-26;15:56:00;3.492;0.000;244.290;14.200;0.000;2.000;18.000
2006-12-26;15:57:00;3.038;0.000;244.420;12.600;0.000;4.000;18.000
2006-12-26;15:58:00;2.680;0.070;245.670;11.000;0.000;3.000;19.000
2006-12-26;15:59:00;2.966;0.052;245.610;12.000;0.000;4.000;18.000
2006-12-26;16:00:00;2.980;0.076;246.220;12.000;0.000;4.000;19.000
2006-12-26;16:01:00;2.980;0.056;246.130;12.200;0.000;3.000;18.000
2006-12-26;16:02:00;3.020;0.066;244.990;12.400;0.000;4.000;19.000
2006-12-26;16:03:00;3.004;0.000;244.600;12.200;0.000;4.000;18.000
2006-12-26;16:04:00;2.858;0.000;244.390;11.600;0.000;1.000;18.000
2006-12-26;16:05:00;2.910;0.148;244.430;12.000;0.000;0.000;18.000
2006-12-26;16:06:00;2.824;0.098;244.330;11.600;0.000;0.000;19.000
2006-12-26;16:07:00;2.796;0.086;244.250;11.400;0.000;0.000;18.000
2006-12-26;16:08:00;2.816;0.090;244.230;11.600;0.000;1.000;18.000
2006-12-26;16:09:00;2.806;0.092;244.470;11.400;0.000;0.000;18.000
2006-12-26;16:10:00;3.380;0.230;243.670;14.000;0.000;0.000;19.000
2006-12-26;16:11:00;2.898;0.228;244.360;11.800;0.000;0.000;18.000
2006-12-26;16:12:00;3.636;0.616;243.340;15.400;0.000;0.000;18.000
2006-12-26;16:13:00;4.268;0.800;243.100;18.000;0.000;0.000;18.000
2006-12-26;16:14:00;4.604;0.790;242.830;19.200;0.000;1.000;18.000
2006-12-26;16:15:00;4.918;0.788;242.470;20.600;0.000;0.000;18.000
2006-12-26;16:16:00;5.042;0.670;241.620;21.200;0.000;0.000;18.000
2006-12-26;16:17:00;4.414;0.216;244.760;18.000;0.000;0.000;18.000
2006-12-26;16:18:00;4.350;0.170;243.490;17.800;0.000;0.000;18.000
2006-12-26;16:19:00;4.348;0.172;242.830;18.000;0.000;1.000;19.000
2006-12-26;16:20:00;4.354;0.166;242.680;18.000;0.000;0.000;18.000
2006-12-26;16:21:00;4.406;0.172;242.960;18.200;0.000;0.000;18.000
2006-12-26;16:22:00;3.810;0.068;240.540;15.800;0.000;0.000;17.000
2006-12-26;16:23:00;3.908;0.000;239.800;16.200;0.000;0.000;18.000
2006-12-26;16:24:00;4.134;0.212;238.860;17.400;0.000;0.000;17.000
2006-12-26;16:25:00;4.200;0.448;238.080;17.800;0.000;1.000;18.000
2006-12-26;16:26:00;4.380;0.472;237.260;18.600;0.000;0.000;17.000
2006-12-26;16:27:00;4.594;0.506;236.610;19.600;0.000;0.000;17.000
2006-12-26;16:28:00;4.700;0.514;237.800;20.000;0.000;0.000;18.000
2006-12-26;16:29:00;4.794;0.526;239.400;20.200;0.000;0.000;17.000
2006-12-26;16:30:00;4.746;0.504;239.120;20.000;0.000;0.000;18.000
2006-12-26;16:31:00;3.944;0.000;239.800;16.400;0.000;1.000;17.000
2006-12-26;16:32:00;3.572;0.000;239.600;15.000;0.000;0.000;18.000
2006-12-26;16:33:00;2.856;0.000;240.240;12.000;0.000;0.000;18.000
2006-12-26;16:34:00;2.770;0.000;240.180;11.600;0.000;0.000;17.000
2006-12-26;16:35:00;2.726;0.000;241.020;11.400;0.000;0.000;18.000
2006-12-26;16:36:00;2.916;0.106;240.180;12.400;0.000;0.000;18.000
2006-12-26;16:37:00;3.592;0.462;240.670;15.200;0.000;1.000;17.000
2006-12-26;16:38:00;3.584;0.458;241.020;15.000;0.000;0.000;18.000
2006-12-26;16:39:00;3.596;0.468;240.790;15.200;0.000;0.000;18.000
2006-12-26;16:40:00;3.582;0.464;241.150;15.000;0.000;0.000;18.000
2006-12-26;16:41:00;3.572;0.460;240.330;15.000;0.000;0.000;17.000
2006-12-26;16:42:00;3.246;0.300;239.890;13.800;0.000;0.000;18.000
2006-12-26;16:43:00;3.190;0.248;240.030;13.600;0.000;0.000;18.000
2006-12-26;16:44:00;2.810;0.096;240.200;11.800;0.000;0.000;17.000
2006-12-26;16:45:00;2.882;0.186;240.260;12.000;0.000;1.000;18.000
2006-12-26;16:46:00;2.890;0.210;240.340;12.000;0.000;0.000;18.000
2006-12-26;16:47:00;2.860;0.200;239.670;12.000;0.000;0.000;17.000
2006-12-26;16:48:00;2.880;0.206;239.870;12.000;0.000;0.000;18.000
2006-12-26;16:49:00;2.842;0.198;239.120;12.000;0.000;0.000;17.000
2006-12-26;16:50:00;2.836;0.196;238.180;12.000;0.000;1.000;18.000
2006-12-26;16:51:00;2.820;0.194;238.540;11.800;0.000;0.000;17.000
2006-12-26;16:52:00;2.898;0.198;238.500;12.200;0.000;0.000;18.000
2006-12-26;16:53:00;2.902;0.188;237.610;12.200;0.000;0.000;17.000
2006-12-26;16:54:00;2.904;0.188;236.780;12.200;0.000;0.000;17.000
2006-12-26;16:55:00;2.834;0.098;237.910;12.000;0.000;0.000;17.000
2006-12-26;16:56:00;2.756;0.000;240.850;11.400;0.000;1.000;18.000
2006-12-26;16:57:00;2.644;0.000;241.090;11.000;0.000;0.000;18.000
2006-12-26;16:58:00;2.640;0.000;241.460;11.000;0.000;0.000;18.000
2006-12-26;16:59:00;2.622;0.000;241.700;10.800;0.000;0.000;18.000
2006-12-26;17:00:00;2.632;0.000;241.700;11.000;0.000;0.000;18.000
2006-12-26;17:01:00;2.684;0.000;241.640;11.200;0.000;0.000;18.000
2006-12-26;17:02:00;2.796;0.000;241.980;11.600;0.000;1.000;17.000
2006-12-26;17:03:00;2.902;0.000;241.810;12.000;0.000;0.000;18.000
2006-12-26;17:04:00;3.058;0.000;241.200;12.600;0.000;0.000;18.000
2006-12-26;17:05:00;3.046;0.000;241.480;12.600;0.000;0.000;18.000
2006-12-26;17:06:00;2.982;0.000;239.330;12.400;0.000;1.000;18.000
2006-12-26;17:07:00;3.080;0.000;237.820;13.000;0.000;0.000;17.000
2006-12-26;17:08:00;3.054;0.000;237.450;12.800;0.000;0.000;17.000
2006-12-26;17:09:00;3.030;0.000;237.200;12.800;0.000;0.000;17.000
2006-12-26;17:10:00;3.060;0.000;237.800;12.800;0.000;0.000;18.000
2006-12-26;17:11:00;3.040;0.000;237.820;12.800;0.000;0.000;17.000
2006-12-26;17:12:00;3.068;0.000;238.210;12.800;0.000;1.000;17.000
2006-12-26;17:13:00;3.062;0.000;238.550;12.800;0.000;0.000;18.000
